staid,stnwtcid,stnsite,stnnumber,stnname,stnstatus,statype,stncatchment,stnlatitude,stnlongitude,stnelevation,stnelevationhydro,stnelevationmet,stnelevationgeneral,stndatum,stneasting,stnnorthing,stnisin,stngeneraldescription,stnfunchydrometric,stnfuncgroundwater,stnfuncmeteorological,stnfuncwaterquality,stnfuncicemonitoring,stntemplategroundwater,stntemplatehydrometric,stntemplatewaterquality,stntemplateicemonitoring,stngroundwaterpipeheight,stngroundwaterdatum,stnhydrometricdatum,stnaafrd,stnaemonitoringbranch,stnaenvregion,stnaenvstationtype,stnarc,stnacquisitionmethod,stnacquisitionplatform,stnaffectedbyhumanactivity,stnaliasfires,stnaliasmscclimate,stnaliasmsctc,stnaliasmscwmo,stnaliasnewleaf,stnaliassnow,stnaliastsmlocation,stnaliastsmsite,stnaquifer,stnaquifertype,stnarchivedatacomments,stnarealextent,stnassessmentdatabasewellname,stnassessmentandinterpretation,stnbankproperties,stnbenchmarks,stnbridgeangle,stncbm,stnclbr,stnca,stncameravideo,stncatchmentsize,stnchemexcel,stncl,stncompletion,stnconversionfactor,stnconverttodatum,stndatacollection,stndateagreementsigned,stndatumofpublisheddata,stndepthm,stndepthclass,stndiametermm,stndistancetoconfluence,stndrainageareaeffective,stndrainageareagross,stndrainagebasin,stndrilldate,stndrought,stnelog,stnercblicence,stnercbwellname,stnelevationquality,stnendofavailabledata,stnenvnumber,stnequipmentassetvalue,stnequipmenttype,stnexpirydate,stnf,stnfe,stnfirstwqsampledate,stnformation,stngicwellid,stngamma,stngaugingtype,stngroundproperties,stnhg,stnhq,stninusesince,stnlsd,stnlandowner,stnlanduseagreement,stnlatlongquality,stnlegals,stnlithology,stnlocalandothercontacts,stnlocationdescription,stnmapsheet,stnmeridian,stnmg,stnmiscstationaliases,stnmiscstationaliasesremarks,stnmonitoring,stnmsllstation,stnnh4,stnno2no3,stnnrtstation,stnna,stnobswell,stnoperationalstatusdetails,stnoperator,stnowner,stnpercentownedbyaenv,stnperiodofoperationattr,stnposatriver,stnprimarywellnetwork,stnproductionm,stnprojectcode,stnprovincialstationid,stnprovincialstationwellname,stnpumptestdate,stnpumptesthrs,stnq20,stnqa,stnrange,stnremotestation,stnso4,stnsamplingcomments,stnsamplingdate,stnsecondarynumber,stnsection,stnshelterfloor,stnstationcodegown,stnsubbasin,stnsubwellnetwork,stnsurfacewaterinteraction,stnsurfacewaterobject,stntau,stntds,stnthmgcaco3l,stntran,stntsm,stntsmlongname,stnthermal,stntopofbank,stntownship,stntypeoflanduseagreement,stnutmzone,stnvalueofdata,stnwds,stnwdsstationno,stnwl,stnwmo,stnwqwellid,stnwaterobjecttype,stnwaterqualitytype,stnwebpublicstationstatus,stnwellconstructioncondcamerar,stnwellmaterials,stnwellreplacementcost,stnph,,statemplate
251331,11557,AB,05AA901,Beauvais Lake Near Pincher Creek,Established,Hydrometric,Oldman River-South Saskatchewan River,49.408333,-114.1,,,,,0,,,---,,1,0,0,0,0,,LakeType2,,,,,0,,,,Lake/Reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geodetic Survey of Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 M Staff Gauge,,,,,NW,,,,,,,12 km W of Pincher Creek on Beaver Mines road; 7 km S to provincial   park.,-,5,,,,,1,,,,,,,AENV Mon. Br. Lethbridge,AENV,,,,,,,,,,,,,1,,,,,,20,,,,,,,,,,,,,,,5,,,,,,,,,Lake,,,,,,,,LakeType2
251332,11557,AB,05AA902,Beaver Mines Lake Near Bellevue,Established,Hydrometric,Oldman River-South Saskatchewan River,49.366667,-114.3,,,,,0,,,---,,1,0,0,0,0,,LakeType2,,,,,0,,,,Lake/Reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assumed Elevation,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benchmark,,,,,SW,,,,,,,From Pincher Creek W on Hwy 507 and Hwy 774 to Beaver Mines; ~ 2 km   SW to Lake road; ~ 0.5 km SE to Beaver Mines Lake site.,-,5,,,,,1,,,,,,,AENV Mon. Br. Lethbridge,AENV,,,,,,,,,,,,,3,,,,,,11,,,,,,,,,,,,,,,5,,,,,,,,,Lake,,,,,,,,LakeType2
251333,11557,AB,05AA903,Lees Lake Near Pincher Creek,Established,Hydrometric,Oldman River-South Saskatchewan River,49.541667,-114.227778,,,,,0,,,---,,1,0,0,0,0,,LakeType2,,,,,0,,,,Lake/Reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geodetic Survey of Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benchmark,,,,,SE,,,,,,,From Burmis; 4.8 km SE on Hwy #507 on SE corner of lake.,-,5,,,,,1,,,,,,,AENV Mon. Br. Lethbridge,AENV,,,,,,,,,,,,,2,,,,,,8,,,,,,,,,,,,,,,7,,,,,,,,,Lake,,,,,,,,LakeType2
21253,11557,AB,05AA904,Coleman Collieries Mine Discharge,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,0,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,---,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22406,11557,AB,05AA905,Nez Perce Creek Site A,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Nez Perce Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22407,11557,AB,05AA906,Nez Perce Creek Site B,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Nez Perce Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22404,11557,AB,05AA907,Nez Perce Creek above Water Supply Dam,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Nez Perce Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
21764,11557,AB,05AA908,Indianfarm Creek near Pincher Creek,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Indianfarm Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
23291,11557,AB,05AA909,Todd Creek near Highway No.22,Active,Hydrometric,Oldman River-South Saskatchewan River,49.763038,-114.235611,,0,,,0,,,M.D. of Pincher Creek No. 9,APPROX. 15.5 KM NORTH AND 8.5 KM NW OF LUNDBRECK,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60466,,,,,,,---,,---,,,,,,,,,1402.579,110 APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,,,010 ASSUMED DATUM,,,,,74,74,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SE29-09-02-W5,,,,-,,,,,,1,,,0,,,,WSC - AB,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Todd Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
20914,11557,AB,05AA910,Blairmore Creek at Golf Course,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Blairmore Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
21298,11557,AB,05AA911,Crownest River at Outlet Crowsnest Lake,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Crowsnest River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22405,11557,AB,05AA912,Nez Perce Creek near Coleman,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Nez Perce Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
21585,11557,AB,05AA913,Gladstone Creek at Guest Ranch,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Gladstone Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22101,11557,AB,05AA914,Lyons Creek at Blairmore,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Lyons Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
23509,11557,AB,05AA915,West Castle River at Forestry Road Bridge (Site #1,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,West Castle River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
23510,11557,AB,05AA916,West Castle River downstream of Forestry Road Brid,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,0,0,,0,,,0,,,Alberta,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,West Castle River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
21282,11557,AB,05AA917,Cow Creek at Highway No.22,Active,Hydrometric,Oldman River-South Saskatchewan River,49.688889,-114.180556,,0,,,0,,,M.D. of Pincher Creek No. 9,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NE34-8-2-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Cow Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
21300,11557,AB,05AA918,Crowsnest River above Mcgillvray Creek,Active,Hydrometric,Oldman River-South Saskatchewan River,49.636111,-114.494444,,0,,,0,,,Municipality of Crowsnest Pass,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SW9-8-4-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Crowsnest River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
21299,11557,AB,05AA919,Crowsnest River above Connelly Creek,Active,Hydrometric,Oldman River-South Saskatchewan River,49.591667,-114.175,,0,,,0,,,M.D. of Pincher Creek No. 9,,1,0,0,0,0,,RiverType3,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW26-7-2-W5,,,,-,,,,,,1,,,0,,,,AENV,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Crowsnest River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType3
22494,11557,AB,05AA920,Oldman Reservoir Inflow at Oldman Dam (Scada),Active,Hydrometric,Oldman River-South Saskatchewan River,49.56444444,-113.905278,,0,,,0,,,M.D. of Pincher Creek No. 9,"Collect scdalst.in:
ODSWMC_Res_Flo_in_cms; ROLDIN; 1 QN; Resvr Natural InFlow

WMO Location:
ODSWMC; Oldman Dam Spillway Main Controller; 49.564444; -113.905278
",1,0,0,0,0,,LakeType3b,,,,,0,,,,Lake/Reservoir,,Scada,,,,,,,ROLDIN,,60,60096,,,,,,,---,,---,,,,,,,,,0, ,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,1,,,,WMO,EMSD,,01/01-12/31,3,,,,,,,,,,,,,,,05AA032,,0,,,,,---,,,,,,,,0,,,,,,,,ROLDIN,,River,,,,,,,,LakeType3b
22496,11557,AB,05AA921,Oldman Rv. Res. Outflow @ Oldman Dam (SCADA ODOUQ),Active,Hydrometric,Oldman River-South Saskatchewan River,49.56083333,-113.861111,,0,,,0,,,M.D. of Pincher Creek No. 9,"Collect scdalst.in:
ODSWMC_Res_Lvl_m; ROLDOUT; 1 WL; Resvr Level
qry_poll_OD_QG_Sum   SC 1 ROLDOUT   4 XX XX XX QG
qry_poll_OD_QG_Sum; ROLDOUT; 4 XX XX XX QG

WMO Location:
ODSWMC; Oldman Dam Spillway Main Controller; 49.564444; -113.905278",1,0,0,0,0,,LakeType3b,,,,,0,,,,Lake/Reservoir,,Scada,,,,,,,ROLDOUT,,,60096,,,,,,,---,,---,,,,,,,,,0, ,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,1,,,,WMO,EMSD,,01/01-12/31,3,,,,,,,,,,,,,,,05AA032,,0,,,,,#NV,,,,,,,,0,,,,,,,,ROLDOUT,,River,,,,,,,,LakeType3b
169351,11557,AB,05AAU01,Oldman River at Pincher Creek,,Hydrometric,Oldman River-South Saskatchewan River,49,-113,,,,,,,,---,,1,0,0,0,0,,RiverType6,,,,,,,,,River/Stream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05AA,,,,,,,,-,,,,,,,,,,,,,RFS,EMSD,,,,,,,,,,,,,,,,,,,05AA,,,,,,,,,,,,,,,Mountain Standard Time,,,,,,,,,,,,,,,,,RiverType6
169352,11557,AB,05AAU02,Oldman River at Willow Creek,,Hydrometric,Oldman River-South Saskatchewan River,49,-113,,,,,,,,---,,1,0,0,0,0,,RiverType6,,,,,,,,,River/Stream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05AA,,,,,,,,-,,,,,,,,,,,,,RFS,EMSD,,,,,,,,,,,,,,,,,,,05AA,,,,,,,,,,,,,,,Mountain Standard Time,,,,,,,,,,,,,,,,,RiverType6
23585,11558,AB,05AB002,Willow Creek near Nolan,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,49.791815,-113.537088,,0,,,0,,,M.D. of Willow Creek No. 26,ABOUT 20.0 KM ABOVE CONFLUENCE WITH OLDMAN RIVER AND 8.0 KM SOUTH OF GRANUM ABOVE HIGHWAY NO. 2,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60164,,,,,,,---,,---,,,,,,,,,960.337,035 GEODETIC SURVEY OF CANADA DATUM,,,010 ASSUMED DATUM,,,,,2080,2290,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW01-10-27-W4,,,,-,,,,,,,,,0,,,,WSC - AB,WSC/AENV,,,3,,,,,,,,,,,,,,,,,0,,,,,Willow Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
23324,11558,AB,05AB005,Trout Creek near Granum,Active,Hydrometric,Oldman River-South Saskatchewan River,49.977127,-113.687234,,0,,,0,,,M.D. of Willow Creek No. 26,ON LEFT BANK BELOW TRAFFIC BRIDGE 11 KM SW OF CLARESHOLM,1,0,0,0,0,,RiverType4,,,,,0,,,,River/Stream,,,,,,,,,RTROGRAN,,1,60470,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,440.8,440.8,,,,,,,,,,,,,,,,,,,,---,,,,SW,,,,SW07-12-27-W4,,,,-,4,,,,,,,,1,,,,WSC - AB,EMSD,,03/01-10/31,3,,,,,,,,,,27,,,,,,7,0,,,,,Trout Creek,,,,,,,,0,12,,,,,,,,,River,,,,,,,,RiverType4
22222,11558,AB,05AB006,Meadow Creek at Hart's Ranch,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,49.93582,-113.745102,,0,,,0,,,M.D. of Willow Creek No. 26,18 KM SW OF CLARESHOLM,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60373,,,,,,,---,,---,,,,,,,,,0, ,,, ,,,,,102,102,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SW27-11-28-W4,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,Meadow Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
22508,11558,AB,05AB007,Oldman River near Fort Macleod,Active,Hydrometric,Oldman River-South Saskatchewan River,49.720268,-113.452639,,0,,,0,,,M.D. of Willow Creek No. 26,AT TRAFFIC BRIDGE ON HIGHWAY NO. 2 ABOUT 3.2 KM WEST OF FORT MACLEOD AND 11 KM UPSTREAM FROM CONFLUENCE WITH WILLOW CREEK,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60100,,,,,,,---,,---,,,,,,,,,0, ,,, ,,,,,5680,5760,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW10-09-26-W4,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,Oldman River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
22359,11558,AB,05AB011,Mud Lake near Fort Macleod,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,49.742778,-113.531111,,0,,,0,,,M.D. of Willow Creek No. 26,ON THE SOUTH EASTERLY SIDE OF THE LAKE ABOUT 6.4 KM NORTH AND WEST OF THE HIGHWAY NO. 2 BRIDGE OVER THE OLDMAN RIVER,1,0,0,0,0,,LakeType5,,,,,0,,,,Lake/Reservoir,,,,,,,,,,,1,60384,,,,,,,---,,---,,,,,,,,,0, ,,,012 ASSUMED DATUM NO. 2,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SE24-09-27-W4,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,Mud Lake,,,,,,,,0,,,,,,,,,,Lake,,,,,,,,LakeType5
22498,11558,AB,05AB012,Oldman River at Canal Intake,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,49.663509,-113.601063,,0,,,0,,,M.D. of Pincher Creek No. 9,16 KM WEST AND 6.4 KM SOUTH OF MACLEOD NEAR INTAKE OF THE LETHBRIDGE NORTHERN IRRIGATION CANAL,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,,,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,5550,5590,,,,,,,,,,,,,,,,,,,,---,,,,,,,,,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,Oldman River,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
20785,11558,AB,05AB013,Beaver Creek near Brocket,Active,Hydrometric,Oldman River-South Saskatchewan River,49.63926,-113.797572,,0,,,0,,,M.D. of Pincher Creek No. 9,ABOUT 16 KM NW OF BROCKET,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60176,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,255.8,255.8,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW07-08-28-W4,,,,-,,,,,,,,,0,,,,WSC - AB,EMSD,,,3,,,,,,,,,,,,,,,,,0,,,,,Beaver Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
21531,11558,AB,05AB014,Five Mile Creek near Spring Point,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,49.732482,-113.85191,,0,,,0,,,M.D. of Willow Creek No. 26,ABOUT 30 KM WEST OF FORT MACLEOD,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60293,,,,,,,---,,---,,,,,,,,,0, ,,, ,,,,,53.1,53.1,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SE15-09-29-W4,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,Five Mile Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
23582,11558,AB,05AB015,Willow Creek near Granum,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,49.874757,-113.544702,,0,,,0,,,M.D. of Willow Creek No. 26,ABOUT 2.0 KM WEST OF GRANUM,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60491,,,,,,,---,,---,,,,,,,,,0, ,,, ,,,,,1840,2000,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SW06-11-26-W4,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,05AB906,,0,,,,,Willow Creek,,,,,,,,0,,,,,,,,,,River,,,,,,,,RiverType5
21981,11558,AB,05AB016,Lethbridge Northern Irrigation District Canal at M,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,49.7275,-113.55,,0,,,0,,,M.D. of Willow Creek No. 26,ABOUT 4.0 KM NORTH OF OLDMAN RIVER FLUME AND 9.6 KM WEST OF FORT MACLEOD,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60344,,,,,,,---,,---,,,,,,,,,0, ,,,010 ASSUMED DATUM,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NE11-09-27-W4,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,---,,,,,,,,0,,,,,,,,,,Canal,,,,,,,,RiverType5
21993,11558,AB,05AB017,Lethbridge Northern Irrigation District Mud Lake C,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,49.733333,-113.545556,,0,,,0,,,M.D. of Willow Creek No. 26,NEAR FORT MACLEOD,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60350,,,,,,,---,,---,,,,,,,,,0, ,,, ,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SE14-09-27-W4,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,---,,,,,,,,0,,,,,,,,,,Canal,,,,,,,,RiverType5
21983,11558,AB,05AB018,Lethbridge Northern Irrigation District Canal at S,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,49.680556,-113.613889,,0,,,0,,,M.D. of Pincher Creek No. 9,AT SYPHON SPILLWAY ON PEIGAN INDIAN RESERVE,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60345,,,,,,,---,,---,,,,,,,,,0, ,,, ,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW28-08-27-W4,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,---,,,,,,,,0,,,,,,,,,,Canal,,,,,,,,RiverType5
21973,11558,AB,05AB019,Lethbridge Northern Irrigation District Canal Abov,Active,Hydrometric,Oldman River-South Saskatchewan River,49.686111,-113.572222,,982,,,0,,,M.D. of Pincher Creek No. 9,ABOUT 0.8 KM UPSTREAM FROM SOUTH END OF THE OLDMAN RIVER FLUME ON THE PEIGAN INDIAN RESERVE,1,0,0,0,0,,RiverType4,,,,,0,,,,River/Stream,,GOES,---,,,,,,RLNIDFLU,,1,60068,,,,,,,---,,---,,,,,,,,,978.408,035 GEODETIC SURVEY OF CANADA DATUM,,,010 ASSUMED DATUM,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,SE34-08-27-W4,,,,-,,,,,RLNIDFLU,,,,1,,,,WSC - AB,WSC,,04/01-10/31,3,,,,,,,,,,,,,,,,,0,,,,,---,,,,,,,,0,,,,,,,,RLNIDFLU,,Canal,,,,,,,,RiverType4
21989,11558,AB,05AB020,Lethbridge Northern Irrigation District Canal Belo,Discontinued,Hydrometric,Oldman River-South Saskatchewan River,49.698611,-113.561667,,0,,,0,,,M.D. of Willow Creek No. 26,ABOUT 13 KM WEST OF FORT MACLEOD,1,0,0,0,0,,RiverType5,,,,,0,,,,River/Stream,,,,,,,,,,,1,60348,,,,,,,---,,---,,,,,,,,,0, ,,, ,,,,,0,0,,,,,,,,,,,,,,,,,,,,---,,,,,,,,NW35-08-27-W4,,,,-,,,,,,,,,0,,,,WSC - AB,WSC - AB,,,3,,,,,,,,,,,,,,,,,0,,,,,---,,,,,,,,0,,,,,,,,,,Canal,,,,,,,,RiverType5
